customer_id,customer_segment,customer_tenure_days,previous_transaction_count,previous_success_count,previous_failure_count,previous_recovery_count
cust_000441,RETURNING,53,9,6,3,0
cust_000442,LOYAL,989,18,13,5,2
cust_000443,HIGH_VALUE,1735,32,31,1,1
cust_000444,RETURNING,297,6,6,0,0
cust_000445,NEW,27,0,0,0,0
cust_000446,RETURNING,447,6,6,0,0
cust_000447,RETURNING,484,6,6,0,0
cust_000448,HIGH_VALUE,1680,24,24,0,0
cust_000449,RETURNING,121,8,6,2,0
cust_000450,LOYAL,1448,25,22,3,2
cust_000451,RETURNING,336,3,3,0,0
cust_000452,RETURNING,349,11,11,0,0
cust_000453,RETURNING,297,14,13,1,0
cust_000454,RETURNING,141,6,4,2,1
cust_000455,LOYAL,1717,25,22,3,1
cust_000456,RETURNING,222,10,9,1,0
cust_000457,RETURNING,379,6,5,1,0
cust_000458,LOYAL,1731,34,33,1,1
cust_000459,NEW,38,2,2,0,0
cust_000460,HIGH_VALUE,2934,34,34,0,0
cust_000461,RETURNING,328,6,6,0,0
cust_000462,NEW,19,1,0,1,0
cust_000463,RETURNING,55,5,4,1,1
cust_000464,RETURNING,362,12,11,1,1
cust_000465,RETURNING,306,9,9,0,0
cust_000466,RETURNING,396,6,6,0,0
cust_000467,HIGH_VALUE,2263,29,28,1,1
cust_000468,RETURNING,312,8,8,0,0
cust_000469,RETURNING,163,10,6,4,2
cust_000470,RETURNING,85,5,4,1,1
cust_000471,NEW,9,1,1,0,0
cust_000472,RETURNING,40,10,10,0,0
cust_000473,RETURNING,73,6,5,1,0
cust_000474,RETURNING,279,8,8,0,0
cust_000475,NEW,30,1,0,1,0
cust_000476,HIGH_VALUE,2059,32,30,2,1
cust_000477,RETURNING,37,2,1,1,0
cust_000478,LOYAL,1743,34,30,4,2
cust_000479,RETURNING,233,11,10,1,1
cust_000480,NEW,46,1,0,1,0
cust_000481,LOYAL,829,15,11,4,3
cust_000482,RETURNING,150,5,4,1,1
cust_000483,LOYAL,1005,27,27,0,0
cust_000484,RETURNING,297,11,9,2,1
cust_000485,RETURNING,340,3,3,0,0
cust_000486,LOYAL,890,20,19,1,0
cust_000487,RETURNING,299,7,6,1,0
cust_000488,RETURNING,124,9,8,1,0
cust_000489,LOYAL,301,24,17,7,3
cust_000490,LOYAL,430,24,23,1,1
cust_000491,HIGH_VALUE,841,38,37,1,1
cust_000492,RETURNING,181,5,5,0,0
cust_000493,RETURNING,242,7,5,2,0
cust_000494,LOYAL,248,21,17,4,2
cust_000495,RETURNING,334,13,12,1,1
cust_000496,LOYAL,1301,16,13,3,1
cust_000497,RETURNING,294,10,9,1,1
cust_000498,RETURNING,137,3,3,0,0
cust_000499,LOYAL,488,30,27,3,2
cust_000500,NEW,22,1,1,0,0
cust_000501,RETURNING,437,6,6,0,0
cust_000502,RETURNING,296,9,8,1,0
cust_000503,LOYAL,310,28,25,3,2
cust_000504,LOYAL,1258,30,27,3,1
cust_000505,RETURNING,299,4,4,0,0
cust_000506,NEW,20,1,1,0,0
cust_000507,HIGH_VALUE,2035,33,33,0,0
cust_000508,NEW,12,1,0,1,0
cust_000509,RETURNING,288,6,5,1,1
cust_000510,RETURNING,463,8,6,2,0
cust_000511,RETURNING,35,8,8,0,0
cust_000512,LOYAL,1758,22,20,2,1
cust_000513,LOYAL,1040,23,23,0,0
cust_000514,LOYAL,1328,31,30,1,0
cust_000515,NEW,8,0,0,0,0
cust_000516,RETURNING,303,8,5,3,1
cust_000517,RETURNING,432,9,7,2,2
cust_000518,NEW,47,0,0,0,0
cust_000519,RETURNING,241,5,5,0,0
cust_000520,RETURNING,52,6,4,2,1
cust_000521,NEW,36,2,1,1,0
cust_000522,RETURNING,66,2,2,0,0
cust_000523,LOYAL,215,22,22,0,0
cust_000524,NEW,54,1,1,0,0
cust_000525,RETURNING,384,6,6,0,0
cust_000526,LOYAL,852,34,33,1,0
cust_000527,LOYAL,1695,23,21,2,1
cust_000528,LOYAL,431,30,30,0,0
cust_000529,RETURNING,308,11,8,3,1
cust_000530,LOYAL,1378,16,14,2,1
cust_000531,RETURNING,413,4,4,0,0
cust_000532,RETURNING,40,9,8,1,1
cust_000533,NEW,49,1,1,0,0
cust_000534,RETURNING,220,6,4,2,1
cust_000535,RETURNING,135,4,3,1,0
cust_000536,RETURNING,285,6,5,1,0
cust_000537,LOYAL,733,28,27,1,0
cust_000538,RETURNING,302,5,5,0,0
cust_000539,RETURNING,333,6,5,1,0
cust_000540,NEW,18,0,0,0,0
cust_000541,RETURNING,200,8,5,3,0
cust_000542,RETURNING,246,9,8,1,0
cust_000543,RETURNING,480,7,6,1,0
cust_000544,RETURNING,384,6,6,0,0
cust_000545,LOYAL,1102,16,14,2,2
cust_000546,HIGH_VALUE,1200,32,32,0,0
cust_000547,RETURNING,41,1,0,1,0
cust_000548,RETURNING,141,6,6,0,0
cust_000549,LOYAL,1202,19,14,5,3
cust_000550,HIGH_VALUE,2310,46,42,4,0
cust_000551,RETURNING,245,5,5,0,0
cust_000552,LOYAL,1282,27,26,1,0
cust_000553,LOYAL,273,31,30,1,1
cust_000554,LOYAL,1501,24,17,7,4
cust_000555,RETURNING,420,6,5,1,1
cust_000556,NEW,34,0,0,0,0
cust_000557,NEW,52,0,0,0,0
cust_000558,RETURNING,94,5,5,0,0
cust_000559,RETURNING,132,10,9,1,0
cust_000560,RETURNING,47,5,5,0,0
cust_000561,RETURNING,414,7,5,2,0
cust_000562,RETURNING,431,13,12,1,0
cust_000563,LOYAL,213,29,28,1,1
cust_000564,NEW,39,0,0,0,0
cust_000565,RETURNING,147,13,10,3,1
cust_000566,LOYAL,1180,27,27,0,0
cust_000567,LOYAL,1461,23,18,5,1
cust_000568,HIGH_VALUE,2173,52,48,4,3
cust_000569,LOYAL,1703,23,22,1,1
cust_000570,LOYAL,1017,35,33,2,1
cust_000571,RETURNING,377,11,10,1,0
cust_000572,RETURNING,153,8,6,2,0
cust_000573,RETURNING,89,4,4,0,0
cust_000574,RETURNING,288,5,5,0,0
cust_000575,HIGH_VALUE,871,43,41,2,0
cust_000576,RETURNING,218,2,1,1,0
cust_000577,RETURNING,168,5,4,1,0
cust_000578,RETURNING,445,8,4,4,2
cust_000579,NEW,48,1,1,0,0
cust_000580,RETURNING,368,3,3,0,0
cust_000581,NEW,28,0,0,0,0
cust_000582,HIGH_VALUE,957,41,40,1,1
cust_000583,RETURNING,237,6,5,1,0
cust_000584,LOYAL,1335,18,12,6,1
cust_000585,LOYAL,1592,26,23,3,3
cust_000586,RETURNING,463,11,11,0,0
cust_000587,NEW,11,2,1,1,0
cust_000588,LOYAL,401,29,28,1,0
cust_000589,RETURNING,380,8,6,2,2
cust_000590,LOYAL,1413,19,15,4,3
cust_000591,NEW,0,1,0,1,0
cust_000592,LOYAL,1446,26,26,0,0
cust_000593,LOYAL,1115,22,15,7,3
cust_000594,RETURNING,107,8,6,2,2
cust_000595,RETURNING,141,10,9,1,0
cust_000596,HIGH_VALUE,872,37,36,1,0
cust_000597,RETURNING,186,7,5,2,1
cust_000598,RETURNING,350,9,8,1,0
cust_000599,RETURNING,499,9,8,1,0
cust_000600,RETURNING,71,3,3,0,0
cust_000601,LOYAL,926,22,19,3,1
cust_000602,LOYAL,1224,20,20,0,0
cust_000603,RETURNING,96,7,6,1,0
cust_000604,LOYAL,697,26,24,2,1
cust_000605,RETURNING,268,4,4,0,0
cust_000606,NEW,47,2,0,2,1
cust_000607,RETURNING,54,8,7,1,1
cust_000608,HIGH_VALUE,1688,40,39,1,0
cust_000609,NEW,0,0,0,0,0
cust_000610,RETURNING,102,7,7,0,0
cust_000611,RETURNING,389,8,7,1,0
cust_000612,LOYAL,418,28,26,2,0
cust_000613,NEW,58,2,2,0,0
cust_000614,RETURNING,104,6,5,1,0
cust_000615,LOYAL,1117,21,19,2,0
cust_000616,RETURNING,314,8,7,1,1
cust_000617,RETURNING,336,7,4,3,1
cust_000618,RETURNING,175,9,7,2,0
cust_000619,RETURNING,355,9,9,0,0
cust_000620,RETURNING,146,12,7,5,2
cust_000621,LOYAL,1235,24,20,4,1
cust_000622,RETURNING,237,4,3,1,0
cust_000623,LOYAL,1437,22,20,2,0
cust_000624,HIGH_VALUE,1446,33,33,0,0
cust_000625,RETURNING,69,7,6,1,0
cust_000626,RETURNING,203,7,6,1,0
